@RELATION Starcraft_PvT_Terran

@ATTRIBUTE TerranDepot INTEGER
@ATTRIBUTE TerranGas INTEGER
@ATTRIBUTE TerranSecondGas INTEGER
@ATTRIBUTE TerranExpansion INTEGER
@ATTRIBUTE TerranSecondExpansion INTEGER
@ATTRIBUTE TerranThirdExpansion INTEGER
@ATTRIBUTE TerranFourthExpansion INTEGER
@ATTRIBUTE TerranBarracks INTEGER
@ATTRIBUTE TerranSecondBarracks INTEGER
@ATTRIBUTE TerranThirdBarracks INTEGER
@ATTRIBUTE TerranMarine INTEGER
@ATTRIBUTE TerranMedic INTEGER
@ATTRIBUTE TerranFirebat INTEGER
@ATTRIBUTE TerranBunker INTEGER
@ATTRIBUTE TerranAcademy INTEGER
@ATTRIBUTE TerranStem INTEGER
@ATTRIBUTE TerranComsat INTEGER
@ATTRIBUTE TerranEbay INTEGER
@ATTRIBUTE TerranTurret INTEGER
@ATTRIBUTE TerranInfantryAttack1 INTEGER
@ATTRIBUTE TerranInfantryArmor1 INTEGER
@ATTRIBUTE TerranInfantryAttack2 INTEGER
@ATTRIBUTE TerranInfantryArmor2 INTEGER
@ATTRIBUTE TerranFactory INTEGER
@ATTRIBUTE TerranSecondFactory INTEGER
@ATTRIBUTE TerranThirdFactory INTEGER
@ATTRIBUTE TerranMachineShop INTEGER
@ATTRIBUTE TerranSiege INTEGER
@ATTRIBUTE TerranMines INTEGER
@ATTRIBUTE TerranVulture INTEGER
@ATTRIBUTE TerranTank INTEGER
@ATTRIBUTE TerranGoliath INTEGER
@ATTRIBUTE TerranArmory INTEGER
@ATTRIBUTE TerranSecondArmory INTEGER
@ATTRIBUTE TerranMetalAttack1 INTEGER
@ATTRIBUTE TerranMetalArmor1 INTEGER
@ATTRIBUTE TerranMetalAttack2 INTEGER
@ATTRIBUTE TerranMetalArmor2 INTEGER
@ATTRIBUTE TerranStarport INTEGER
@ATTRIBUTE TerranControlTower INTEGER
@ATTRIBUTE TerranWraith INTEGER
@ATTRIBUTE TerranCloak INTEGER
@ATTRIBUTE TerranDropship INTEGER
@ATTRIBUTE TerranValkyrie INTEGER
@ATTRIBUTE TerranScienceFacility INTEGER
@ATTRIBUTE TerranVessel INTEGER
@ATTRIBUTE TerranGhost INTEGER
@ATTRIBUTE TerranNuke INTEGER
@ATTRIBUTE TerranBattlecruiser INTEGER
@ATTRIBUTE TerranAirAttack INTEGER
@ATTRIBUTE TerranAirArmor INTEGER
@ATTRIBUTE midBuild {Bio,TwoFactory,VultureHarass,SiegeExpand,Standard,FastDropship,Unknown}

@DATA
1396,2424,12434,9202,12380,21034,22466,2114,3430,0,4356,0,0,0,18114,0,19768,6328,7306,0,0,0,0,3712,10030,14000,4964,7362,10630,10044,5606,0,17984,0,21232,0,0,0,4990,6216,0,0,6846,0,0,0,0,0,0,0,0,Bio
1298,2400,15598,10730,12034,25280,0,1990,0,0,4156,0,0,0,11668,0,13000,7154,8120,0,0,0,0,3728,11898,14090,4988,5640,11838,10482,5612,29916,18848,0,21904,0,0,0,4998,6264,0,0,6924,0,0,0,0,0,0,0,0,FastDropship
1412,2538,11606,7818,10128,11038,15980,2098,16004,35134,4764,0,19816,0,6208,0,7508,6880,7940,0,0,0,0,3872,6434,11242,5122,9314,8202,6588,5780,31028,22266,0,24082,24068,0,0,19980,22250,26420,26456,23124,0,0,0,0,0,0,0,0,Standard
1386,2516,16036,11890,14036,23610,28400,2136,6862,11884,4570,0,0,0,19846,0,21540,8404,9486,0,0,0,0,3710,4432,14424,4970,8342,6464,5594,5634,14952,13652,0,17272,0,17306,0,11620,13954,13018,0,14936,0,29562,33192,0,0,0,0,0,TwoFactory
1246,2482,13020,10144,26778,0,0,2202,0,0,4430,0,0,0,12574,0,14064,7178,8244,0,0,0,0,3744,10684,11998,5040,6526,13952,13514,5688,0,0,0,0,0,0,0,5176,6348,0,0,6986,0,0,0,0,0,0,0,0,FastDropship
1480,2726,3058,6102,6344,13124,15584,2308,7472,22388,3806,0,0,0,4872,0,6454,7860,9660,0,0,0,0,4230,9342,10718,5494,7042,11934,8530,6116,0,19934,0,40818,0,0,0,8838,10146,38290,0,11350,0,0,0,0,0,0,0,0,SiegeExpand
1215,2600,0,0,0,0,0,2010,3770,4340,4480,0,0,5045,0,0,0,0,0,0,0,0,0,4235,5395,8245,6235,10525,6945,5760,8850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1445,2660,14735,10300,24625,0,0,2205,0,0,0,0,0,0,8400,0,9665,6555,7535,0,0,0,0,3830,4805,11810,5075,7085,9175,8930,5695,26525,24690,0,0,0,0,0,15315,17195,0,0,22095,0,18365,21520,0,0,0,0,0,TwoFactory
1625,2660,15260,10690,13275,17650,21290,2290,0,0,3550,0,0,13835,0,0,0,7830,8965,0,0,0,0,4170,10735,13135,5510,9450,6595,7900,6130,0,0,0,0,0,0,0,5540,8120,0,0,8800,0,0,0,0,0,0,0,0,FastDropship
1480,2565,16395,9270,11255,21595,24870,2220,27275,0,4000,0,0,0,12770,0,14130,7970,8985,0,0,0,0,3835,4800,13110,5115,13775,6770,6780,5825,24105,20280,0,22545,0,0,0,16210,17450,0,0,18770,0,0,0,0,0,0,0,0,TwoFactory
1505,2735,16165,10025,11180,15140,17080,2025,12935,13295,3290,0,0,8200,14220,0,16135,6830,8315,0,0,0,0,4045,4820,16320,5345,7415,6100,6115,6085,21095,19625,0,0,0,0,0,19720,21020,21030,22345,0,0,0,0,0,0,0,0,0,TwoFactory
1435,2610,14125,10780,12930,18360,0,2220,4950,6400,3500,0,0,0,12390,0,14020,8125,9200,0,0,0,0,3945,4775,14440,5225,6555,9090,9560,5845,0,18910,0,0,0,0,0,11830,13190,0,0,13825,0,0,0,0,0,0,0,0,TwoFactory
1460,2425,15075,6785,9600,15000,22670,2155,5985,6635,0,0,0,0,4490,0,5890,9470,10600,0,0,0,0,3630,7750,9545,4875,8765,12410,10475,5500,16750,15035,31620,27700,31715,0,0,17180,20770,21730,21735,0,0,0,0,0,0,0,0,0,SiegeExpand
1415,2580,13225,8910,11870,0,0,2160,6350,10005,3555,0,0,0,16100,0,17490,7725,9825,0,0,0,0,3790,4985,12025,5140,10135,6855,6935,5870,19725,17995,0,20245,0,0,0,14335,16085,18300,18085,16780,0,0,0,0,0,0,0,0,TwoFactory
1455,2590,15755,10255,13380,18195,25275,2175,4655,6675,3590,0,0,0,12130,0,13450,8335,9370,0,0,0,0,4620,11180,12190,5910,6855,12145,13030,6795,22840,21225,25395,24540,28075,0,0,5865,7005,16840,16475,8220,0,25550,0,0,0,0,0,0,FastDropship
1515,2685,2805,7990,11980,16815,18375,2205,5505,6275,3495,0,0,5260,9415,0,11315,13125,14225,0,0,0,0,4090,4635,11940,5895,10790,6575,5345,8325,26575,15910,15990,0,0,0,0,17155,18985,19060,19785,0,0,20785,0,0,0,0,17585,17625,TwoFactory
1400,2725,0,7930,8255,12150,0,2240,0,0,0,0,0,0,10800,0,14525,12730,14365,0,0,0,0,4135,9700,10560,5405,7315,6065,6165,6030,0,0,0,0,0,0,0,5455,6585,0,0,7325,0,0,0,0,0,0,0,0,FastDropship
1475,2600,0,9050,0,0,0,2220,5765,11200,3505,0,0,0,9175,11585,10990,11485,12650,0,0,0,0,3855,4750,0,5720,10745,6350,5115,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1450,2705,12520,9540,15645,17460,20285,2195,3560,4260,0,0,0,0,4940,0,6310,7270,8375,0,0,0,0,4005,18360,18590,5245,5870,29815,0,5875,28315,19275,0,20690,20700,26155,26160,6865,9125,8125,14635,9915,0,23585,0,0,0,0,36530,36535,Bio
1440,2670,14135,8470,11195,11925,13700,2165,3435,7085,0,0,0,0,11985,0,13550,9750,11305,0,0,0,0,3885,4570,13180,6795,8805,7455,5165,9440,18085,13215,15115,17650,17665,25145,25165,21880,24110,0,0,26860,0,24135,0,0,0,0,0,0,Bio
1435,2685,19115,7240,11720,14255,17040,2165,7985,9485,3410,7460,0,16210,5570,8155,6975,13580,14590,0,0,0,0,4650,11665,12585,13965,14770,0,5900,14730,0,14025,14205,15810,15825,20480,20490,7700,8905,0,0,9760,0,18255,0,0,0,0,0,0,VultureHarass
1420,2680,16440,12110,16900,17100,17715,2125,4380,6470,4570,5080,5930,15400,3755,5040,5065,6355,7335,7535,12445,0,0,9635,15685,16140,12175,14015,23490,11105,13675,0,19640,20915,22360,22370,0,0,11195,12605,0,0,13630,0,0,0,0,0,0,0,0,Bio
1385,2705,14055,8430,11200,12665,12860,2180,7270,12815,3445,0,0,5915,6195,0,7930,8830,10635,0,0,0,0,4535,11940,13620,5945,7070,9420,9600,6690,24410,23110,0,24595,24615,28670,26445,6145,7370,0,0,8100,0,9020,12880,0,0,0,0,0,FastDropship
1460,2785,12220,7390,13455,16925,20120,2185,9490,20380,3440,12530,10770,5195,5615,9385,7085,13880,15110,0,0,0,0,4430,8995,12835,5815,8445,6465,6450,8160,0,11645,11935,15775,15815,20750,20760,7910,9055,19415,19425,10125,0,19690,0,0,0,0,0,0,VultureHarass
1310,2585,18800,10940,14020,17845,24135,2150,4190,4515,3465,0,0,0,13950,0,16415,8085,9730,0,0,0,0,4260,5200,13670,5560,9555,6490,6470,6185,30160,28880,0,32300,0,0,0,28495,29925,29940,30680,0,0,0,0,0,0,0,0,0,Bio
1460,2675,14450,9340,17345,18740,19535,2210,20685,0,3465,7145,23090,0,5700,6995,7030,10125,11295,0,0,0,0,4500,10810,23130,5770,9895,6420,6405,9765,0,14255,0,15600,15605,0,0,13930,15220,0,0,15955,0,19770,0,0,0,0,0,0,VultureHarass
1430,2695,15865,10370,14400,16405,19320,2145,11310,18435,3410,20075,19270,5655,6215,20120,7570,19775,21375,0,0,0,0,4805,11085,15390,6170,11480,6835,6825,16440,16965,14110,0,15500,15510,23650,23660,7140,9420,8385,24690,10185,0,19910,0,0,0,0,0,0,VultureHarass
2730,10265,22340,17475,18175,20440,24535,2040,3300,9005,3585,0,15355,5375,13040,16155,14755,8665,9625,0,0,0,0,12330,12895,13355,13755,17895,14380,14480,19260,0,47850,0,0,0,0,0,17510,19660,30250,29580,20345,49235,37930,0,0,0,40120,51820,0,Bio
1255,2465,0,0,0,0,0,2075,0,0,3970,0,0,0,0,0,0,0,0,0,0,0,0,3715,5810,0,5000,10645,6540,6455,5660,0,0,0,0,0,0,0,5255,0,0,0,0,0,0,0,0,0,0,0,0,FastDropship
1430,2815,12960,9430,10875,15765,21065,2160,11230,0,3475,0,0,0,19430,0,20870,8680,9680,0,0,0,0,4095,4805,4905,5400,12275,6180,6895,6170,0,25280,26750,26735,28385,33595,33605,21480,22895,0,0,25675,0,28420,0,0,0,0,0,0,TwoFactory
1665,2700,14675,11695,13605,14030,15915,2225,8235,10305,3555,0,0,0,16140,0,17745,13820,14910,0,0,0,0,4185,5005,13680,5510,10245,6250,6490,6155,26795,19855,0,21350,21370,25745,25760,7330,8525,0,0,9160,0,23795,0,0,0,0,0,0,TwoFactory
1510,2435,16420,9385,12270,12475,14920,2255,3675,9680,4490,0,0,0,12825,0,14625,7600,10570,0,0,0,0,3710,4780,16100,5190,5835,6860,6540,5815,23155,13035,18480,16035,21855,27890,27925,12390,14655,0,0,0,0,21890,23325,0,0,0,0,0,Bio
1465,2650,15670,9210,11665,16645,0,2205,3550,5300,4765,0,0,0,14650,0,16500,7320,10245,0,0,0,0,3860,4600,11855,5150,9440,6580,6565,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1305,2615,30920,8490,19050,26255,28845,1950,5795,10680,0,0,0,0,10795,0,12070,7685,9175,0,0,0,0,3810,4725,11345,5550,9565,6625,5050,6175,0,0,0,0,0,0,0,24145,25320,0,0,26205,0,0,0,0,0,0,0,0,TwoFactory
1330,2455,15655,12650,0,0,0,1830,0,0,2915,0,0,0,7700,0,9075,9150,10980,0,0,0,0,4295,5395,11915,5605,8895,6735,6830,6255,9565,8340,0,10775,21185,14305,0,11195,12300,0,0,29680,0,12340,13460,0,0,0,0,0,TwoFactory
1500,2615,14090,11570,14060,0,0,2020,0,0,3135,0,0,0,12710,0,14360,6710,8390,0,0,0,0,4055,4910,7415,5120,8225,0,13065,5750,6810,5625,0,7030,10425,0,0,8570,9780,0,0,10525,0,0,0,0,0,0,0,0,TwoFactory
1485,2775,13385,9975,14710,25565,26320,2225,12610,0,4420,0,0,0,23050,0,24385,10405,11450,0,0,0,0,4130,4950,5190,5625,9820,6725,6855,6240,47080,16485,0,17890,27005,46155,0,15000,16690,0,0,17480,0,44760,0,0,0,0,0,0,TwoFactory
1480,2715,16830,11050,13760,21765,29070,2170,26550,0,4300,0,0,0,15375,0,16780,9630,11100,0,0,0,0,4030,6370,12545,5305,6945,8465,7495,5960,0,0,0,0,0,0,0,5330,6660,0,0,7405,0,0,0,0,0,0,0,0,FastDropship
1430,2670,13905,8915,12955,21255,0,2135,0,0,3750,0,0,0,11745,0,13100,8265,9535,0,0,0,0,4040,4715,12280,5380,10760,6695,6615,6040,0,19530,0,21600,21625,25875,25890,22940,24285,0,0,25580,0,24310,0,0,0,0,0,0,TwoFactory
1450,2610,12130,8760,10730,11255,20360,2200,0,0,3425,0,0,0,11365,0,13685,9415,10365,0,0,0,0,3970,4995,13345,5225,9650,6885,5890,7920,21300,19735,0,21290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1445,2585,0,13500,16865,0,0,2150,4245,17295,4600,0,0,0,0,0,0,5940,7660,0,0,0,0,4050,4805,10130,5340,6135,11795,11555,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1435,2570,0,9870,19320,0,0,2155,8115,11560,4010,0,0,0,19370,0,0,11125,12470,0,0,0,0,3910,8215,14035,5205,10255,6065,5825,9780,0,0,0,0,0,0,0,5230,6360,0,0,7355,0,0,0,0,0,0,0,0,FastDropship
1405,2515,11400,7190,9835,18550,0,2115,6890,9675,3660,0,0,0,12645,0,13960,10670,11770,0,0,0,0,4025,7710,12865,5320,8385,16375,15405,5940,0,20040,0,23345,0,0,0,8940,10065,0,0,11205,0,0,0,0,0,0,0,0,SiegeExpand
1450,2335,11675,8480,0,0,0,2125,5860,7485,3370,0,0,0,11590,0,12855,12575,13775,0,0,0,0,3830,9120,9460,5695,7130,11405,5205,6370,0,0,0,0,0,0,0,5175,6425,0,0,7115,0,0,0,0,0,0,0,0,FastDropship
1450,2720,11255,8110,10275,13290,15950,2145,8035,0,3400,0,0,0,12050,0,13505,8410,9480,0,0,0,0,4205,5010,10010,5480,9360,7075,6845,6100,0,0,0,0,0,0,0,10095,11290,0,0,12175,0,0,0,0,0,0,0,0,TwoFactory
1475,2525,11300,6945,9630,14705,17505,2230,5830,0,3585,0,0,0,11600,0,13000,7300,8380,0,0,0,0,3895,9440,9985,5225,7050,12860,13130,5910,0,15830,17310,17285,17355,24160,24180,10930,12225,0,0,13010,0,21905,0,0,0,0,0,0,SiegeExpand
1450,4220,0,11495,14075,0,0,2100,4130,11405,3355,0,0,4730,18560,0,0,6490,7535,0,0,0,0,5495,6155,0,6775,18830,7550,8345,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1350,2595,2810,9340,11575,24005,0,2190,24965,25635,3440,0,0,5720,13905,0,16210,10120,11130,0,0,0,0,4075,10545,11195,5415,6950,11460,11880,6055,0,0,0,0,0,0,0,5920,7075,0,0,7770,0,0,0,0,0,0,0,0,FastDropship
1445,2650,13215,6310,8550,10075,10245,2150,8905,11805,3600,0,0,0,11515,0,14780,7980,9030,0,0,0,0,3940,6645,10555,5215,7160,8730,8090,6050,0,17630,0,22565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1535,2820,10130,6670,9210,14630,17270,2255,4290,8030,4530,0,0,0,11450,0,13660,7200,8240,0,0,0,0,4145,8170,10885,5390,7730,10275,10775,6025,22715,20875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1426,2448,0,16100,19320,20270,23710,2156,7288,22476,3422,0,0,0,18080,0,20724,4764,9690,0,0,0,0,3802,4958,11414,5196,9124,5834,6230,5814,0,0,0,0,0,0,0,20684,22708,23470,0,23404,0,0,0,0,0,0,0,0,TwoFactory
1354,2520,15672,11278,13180,17184,18418,1938,0,0,3172,0,0,0,15910,0,17422,7310,9442,0,0,0,0,4266,4992,12680,5592,9588,6526,6326,6408,0,23608,0,0,0,0,0,22168,23564,0,0,0,0,23582,0,0,0,0,0,0,TwoFactory
1418,2580,20402,12684,19598,0,0,2156,0,0,3394,0,0,0,11670,0,12940,8682,9786,0,0,0,0,4118,4918,14802,5394,12496,7766,7664,6300,28882,27328,28458,29674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1424,2552,0,11422,0,0,0,2100,0,0,3612,0,0,0,14086,0,0,7846,9552,0,0,0,0,4026,4822,12600,5744,9906,6372,5254,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1444,2570,0,0,0,0,0,2170,0,0,3406,0,0,9752,0,0,0,0,0,0,0,0,0,3786,5076,0,5844,7382,6516,5034,6462,0,0,0,0,0,0,0,5046,0,0,0,0,0,0,0,0,0,0,0,0,VultureHarass
1362,2494,21292,10518,16680,21920,27436,1984,17804,0,3266,0,0,3508,19442,0,21334,13182,14894,0,0,0,0,3756,7078,26116,5020,5720,7418,7450,5712,29568,28186,28972,29506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
1400,2565,14100,9865,21735,24180,25310,1995,0,0,3435,0,0,0,13600,0,15105,8625,10860,0,0,0,0,4585,11115,14040,6040,10145,6875,7300,6910,25175,16815,29725,19385,0,27130,0,10655,12910,0,0,13980,0,0,0,0,0,0,0,0,Standard
1545,2660,14420,9785,12165,13245,13420,2245,5130,9580,4000,0,0,0,14095,0,16540,7200,8270,0,0,0,0,3895,4895,10150,5205,10160,6225,6200,5850,24025,22685,0,25970,30180,0,0,11115,12335,0,0,13320,0,0,0,0,0,0,0,0,TwoFactory
1510,2645,14200,8670,10710,12010,0,2210,3520,8100,3605,0,0,0,12295,0,13950,8870,10050,0,0,0,0,4050,4620,13190,5365,9590,6630,6610,5985,0,14370,20440,16125,20405,22215,24705,13145,14325,0,0,15225,0,20475,0,0,0,0,0,0,Bio
1505,4035,23065,10490,14975,19515,20485,2245,9730,14520,3585,0,0,10920,17690,0,26975,9220,10535,0,0,0,0,5300,14700,18935,6605,7275,16575,16065,7250,34045,24840,0,31295,0,0,0,6645,7890,0,0,8655,0,0,0,0,0,0,0,0,FastDropship
1445,2500,13725,8015,14425,15490,16525,2075,7320,0,3325,0,0,7060,14280,0,16250,9240,10345,0,0,0,0,3840,10215,12265,5135,5865,11280,13610,5770,21505,15770,17860,19545,19595,0,0,8510,10035,11715,0,10785,0,20615,0,0,0,0,0,0,SiegeExpand
1455,2790,0,12410,0,0,0,2150,5770,0,3410,6775,13715,0,5415,6945,6845,0,0,0,0,0,0,4055,11615,0,5310,7475,0,0,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1425,2725,18120,11030,13340,15740,21735,2330,29345,0,3595,0,0,0,11985,0,13370,7910,12310,0,0,0,0,4015,4685,17390,5270,11920,6615,5890,12385,25975,20885,24140,24120,25810,31260,31290,17935,20630,0,0,22845,0,25225,0,0,0,0,0,0,TwoFactory
1465,2735,13670,5120,13485,17035,22835,2380,15620,18745,3620,0,0,9240,11040,0,12485,8925,10225,0,0,0,0,4010,8340,8445,5275,6355,8620,9790,5905,0,16245,0,22615,27410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1585,2595,14280,10525,13765,16850,19985,2270,14555,0,4020,0,0,0,13085,0,14845,6365,7850,0,0,0,0,3865,4920,12865,5130,8420,6025,6200,5755,0,0,0,0,0,0,0,11075,12910,29390,0,15235,0,0,0,0,0,0,0,0,TwoFactory
1465,2550,14850,11555,14295,0,0,2245,3535,16785,4000,17435,0,0,14700,0,16290,9410,14805,0,0,0,0,3890,4960,5310,0,0,0,0,0,6675,5385,0,0,0,0,0,5195,6405,0,0,7630,0,0,0,0,0,0,0,0,Bio
1435,2805,10405,7075,12910,14600,17580,2210,9120,18415,3575,0,46740,0,11345,61135,12720,8180,10595,0,0,0,0,4040,4810,8065,5360,9230,6025,6150,6015,35730,20900,28065,24110,24115,29845,29870,8530,10330,0,0,10980,0,30750,0,38770,39645,0,0,0,TwoFactory
1480,2740,0,0,0,0,0,2225,14550,0,3500,0,0,0,0,0,0,10810,13960,0,0,0,0,4300,6000,13130,7950,13745,10265,5605,8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VultureHarass
1420,2495,24625,11475,14675,20275,0,2110,0,0,3960,0,0,5720,12275,0,13580,8080,9165,0,0,0,0,3850,5030,12905,5275,7565,6190,5940,5950,0,17525,0,19100,25775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1436,2510,15364,10574,14418,16590,18878,2088,8276,13052,3434,0,0,15258,12614,0,14094,11302,12354,0,0,0,0,4500,11766,11906,5814,7978,14130,5750,6422,0,0,0,0,0,0,0,5782,7076,0,0,7690,0,0,0,0,0,0,0,0,VultureHarass
1215,2600,0,0,0,0,0,2010,3770,4340,4480,0,0,5045,0,0,0,0,0,0,0,0,0,4235,5395,8245,6235,10525,6945,5760,8850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1440,4086,24240,14738,20358,0,0,2224,2854,2970,3456,7808,8248,4730,5872,7446,7766,8058,11404,9114,15536,0,0,9448,10944,0,10794,11646,22110,17306,11560,0,0,0,0,0,0,0,18168,19418,0,0,20800,0,0,0,0,0,0,0,0,Bio
1535,2500,13405,8225,19470,27850,0,2180,7410,0,3440,0,0,8610,10235,0,13230,6120,7510,0,0,0,0,3720,4705,4890,5135,7565,13105,10845,5785,28000,25625,0,0,0,0,0,7905,9785,13765,0,13130,32220,0,0,0,0,0,0,0,TwoFactory
1410,2410,11045,7165,9400,19120,24540,2145,7320,7900,3375,0,0,0,11505,0,13160,9080,10110,0,0,0,0,3720,7610,13185,4990,8925,16180,14990,5625,0,16295,0,21925,0,0,0,8845,16720,10040,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1445,2505,20045,12455,14600,15330,17635,2240,0,0,5050,0,0,8045,16355,0,18560,8205,9525,0,0,0,0,3950,9135,10300,5765,6480,7965,5215,6435,27065,25445,0,27145,0,0,0,6090,7235,25780,25785,15610,0,11065,12170,0,0,0,0,0,VultureHarass
1445,2505,20045,12455,14600,15330,17635,2240,0,0,5050,0,0,8045,16355,0,18560,8205,9525,0,0,0,0,3950,9135,10300,5765,6480,7965,5215,6435,27065,25445,0,27145,0,0,0,6090,7235,25780,25785,15610,0,11065,12170,0,0,0,0,0,VultureHarass
1365,2555,10590,5555,9035,15145,19645,2175,3935,33615,3440,0,34905,0,13415,0,14745,7085,8250,0,0,0,0,4140,7900,11465,5585,6245,12160,9215,6210,19010,16390,22300,17865,0,0,0,8400,10455,0,0,12075,0,22230,0,34940,39775,0,22175,0,Bio
1475,2640,25375,10675,13545,0,0,2195,20325,0,4225,0,0,0,13390,0,14800,8070,9055,0,0,0,0,3930,5020,6345,5185,11280,5910,6530,5800,0,0,0,0,0,0,0,11125,13375,0,0,15025,0,0,0,0,0,0,0,0,TwoFactory
1475,2615,10675,8070,17055,0,0,2290,0,0,3540,0,0,0,12470,0,13870,8805,9780,0,0,0,0,3995,9110,10955,5310,7355,5965,6575,5935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
1500,3365,13240,8000,23750,26965,32720,2260,32735,0,3505,0,0,0,15485,0,16920,8585,11495,0,0,0,0,4580,5495,12420,5835,8130,6515,6830,6480,35435,33285,0,35275,35280,0,0,25430,28600,0,0,30720,0,0,0,0,0,0,0,0,TwoFactory
1394,2526,21338,9926,12044,13026,15648,1970,0,0,3224,0,0,0,9084,0,10486,12110,13642,0,0,0,0,3702,5102,11434,5000,13206,7198,7444,5648,25256,17390,0,19048,0,23710,0,20984,22530,0,0,0,0,22518,23704,0,0,0,0,0,Standard
1390,2466,19334,7478,11738,16140,23990,2032,5356,5912,3668,0,0,0,8574,0,10260,7696,8664,0,0,0,0,4272,5604,13336,5572,9210,13106,13470,6220,22282,15894,0,17250,21286,38308,0,26526,0,0,0,0,0,27780,0,0,0,0,0,0,SiegeExpand
1420,2398,17120,5320,14560,19972,21492,2144,16474,0,3380,0,0,0,8648,0,10160,6858,7906,0,0,0,0,3734,9470,16172,4994,6056,12056,11232,5604,26306,16098,0,17590,17728,21746,21750,17008,21086,0,0,21784,0,18218,0,0,0,0,0,0,SiegeExpand
1402,2466,0,9942,0,0,0,2104,5102,11002,3366,0,0,0,0,0,0,7862,11196,0,0,0,0,3800,4752,0,5038,8574,7332,6078,5662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1402,2466,0,9942,0,0,0,2104,5102,11002,3366,0,0,0,0,0,0,7862,11196,0,0,0,0,3800,4752,0,5038,8574,7332,6078,5662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1420,2398,17120,5320,14560,19972,21492,2144,16474,0,3380,0,0,0,8648,0,10160,6858,7906,0,0,0,0,3734,9470,16172,4994,6056,12056,11232,5604,26306,16098,0,17590,17728,21746,21750,17008,21086,0,0,21784,0,18218,0,0,0,0,0,0,SiegeExpand
1390,2466,19334,7478,11738,16140,23990,2032,5356,5912,3668,0,0,0,8574,0,10260,7696,8664,0,0,0,0,4272,5604,13336,5572,9210,13106,13470,6220,22282,15894,0,17250,21286,38308,0,26526,0,0,0,0,0,27780,0,0,0,0,0,0,SiegeExpand
1394,2526,21338,9926,12044,13026,15648,1970,0,0,3224,0,0,0,9084,0,10486,12110,13642,0,0,0,0,3702,5102,11434,5000,13206,7198,7444,5648,25256,17390,0,19048,0,23710,0,20984,22530,0,0,0,0,22518,23704,0,0,0,0,0,Standard
1396,2538,14582,9786,11028,11782,13826,2160,3890,6368,3442,0,0,0,13600,0,15112,9878,11162,0,0,0,0,4044,8154,8378,5298,7782,5922,6132,5908,0,15208,0,17120,23318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1490,2580,13785,11330,16420,20875,0,2275,8920,10830,3500,0,0,11800,12230,0,14050,7605,8860,0,0,0,0,4270,5250,12500,5530,8995,6625,7200,6255,0,0,0,0,0,0,0,8275,9675,0,0,10305,0,0,0,0,0,0,0,0,TwoFactory
1465,2685,12710,9780,15820,18525,21790,2300,5160,9285,4080,0,0,12190,29080,0,30890,6880,8070,0,0,0,0,3980,4905,11240,5245,10630,6055,6905,5940,26285,23630,38380,28875,33645,39700,39805,18985,20780,0,0,22285,0,38430,0,0,0,0,0,0,TwoFactory
1270,2560,16815,11420,20445,22725,23255,2075,3410,5105,3530,0,0,0,18730,0,20635,8740,9815,0,0,0,0,4030,4740,15685,5350,10835,9190,8950,6010,38155,26090,0,27865,27870,37650,37655,15890,17465,0,0,18260,0,27930,0,0,0,0,0,0,Bio
1485,2665,21355,17610,20470,0,0,2140,10630,17530,4795,0,0,8605,16560,0,18060,8455,9605,0,0,0,0,4005,4720,14015,5325,7120,11090,11060,5990,0,0,0,0,0,0,0,21270,22465,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
