@RELATION Starcraft_PvZ_Zerg

@ATTRIBUTE ZergPool INTEGER
@ATTRIBUTE ZergOverlord INTEGER
@ATTRIBUTE ZergZergling INTEGER
@ATTRIBUTE ZergZerglingSpeed INTEGER
@ATTRIBUTE ZergCrackling INTEGER
@ATTRIBUTE ZergBurrow INTEGER
@ATTRIBUTE ZergGas INTEGER
@ATTRIBUTE ZergSecondGas INTEGER
@ATTRIBUTE ZergSecondHatch INTEGER
@ATTRIBUTE ZergThirdHatch INTEGER
@ATTRIBUTE ZergFourthHatch INTEGER
@ATTRIBUTE ZergFifthHatch INTEGER
@ATTRIBUTE ZergSixthHatch INTEGER
@ATTRIBUTE ZergSeventhHatch INTEGER
@ATTRIBUTE ZergHydraDen INTEGER
@ATTRIBUTE ZergHydra INTEGER
@ATTRIBUTE ZergHydraRange INTEGER
@ATTRIBUTE ZergHydraSpeed INTEGER
@ATTRIBUTE ZergLurker INTEGER
@ATTRIBUTE ZergLair INTEGER
@ATTRIBUTE ZergSpire INTEGER
@ATTRIBUTE ZergMutalisk INTEGER
@ATTRIBUTE ZergScourge INTEGER
@ATTRIBUTE ZergAirAttack INTEGER
@ATTRIBUTE ZergAirArmor INTEGER
@ATTRIBUTE ZergQueenNest INTEGER
@ATTRIBUTE ZergQueen INTEGER
@ATTRIBUTE ZergHive INTEGER
@ATTRIBUTE ZergGreaterSpire INTEGER
@ATTRIBUTE ZergGardian INTEGER
@ATTRIBUTE ZergDevour INTEGER
@ATTRIBUTE ZergUltraliskCavern INTEGER
@ATTRIBUTE ZergUltralisk INTEGER
@ATTRIBUTE ZergUltraliskArmor INTEGER
@ATTRIBUTE ZergUltraliskSpeed INTEGER
@ATTRIBUTE ZergDefilerMound INTEGER
@ATTRIBUTE ZergDefiler INTEGER
@ATTRIBUTE ZergConsume INTEGER
@ATTRIBUTE ZergevoDen INTEGER
@ATTRIBUTE ZergMeleeWeapons1 INTEGER
@ATTRIBUTE ZergRangeWeapons1 INTEGER
@ATTRIBUTE ZergGroundArmor1 INTEGER
@ATTRIBUTE ZergMeleeWeapons2 INTEGER
@ATTRIBUTE ZergRangeWeapons2 INTEGER
@ATTRIBUTE ZergGroundArmor2 INTEGER
@ATTRIBUTE ZergCreep INTEGER
@ATTRIBUTE ZergSunken INTEGER
@ATTRIBUTE ZergSpore INTEGER
@ATTRIBUTE midBuild {TwoHatchMuta,ThreeHatchMuta,HydraRush,Standard,HydraMass,Lurker,Unknown}

@DATA
1165,2145,2420,47905,45910,49185,3345,12650,9505,15840,18620,20460,31160,32025,5375,7365,20160,16700,8330,4715,10790,13370,12725,0,22710,32430,0,33905,38815,54565,0,59555,62105,60995,63120,0,0,0,16395,47880,17255,22230,53405,27350,34655,5670,6480,0,Lurker
2700,3334,3988,10928,19518,0,2960,5760,2024,9198,12012,13044,13624,14420,7794,9488,0,0,10780,7328,12328,18362,14482,0,0,16522,0,17560,19584,21530,22102,19544,23752,22934,20868,0,0,0,15946,17344,0,17228,22924,0,21296,4394,4796,17208,Standard
3050,1355,4350,10490,0,0,3385,14310,2550,11940,0,0,0,0,4770,5845,7290,5745,11885,8205,15355,17800,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15410,16030,0,HydraRush
2585,3315,3970,8705,0,0,2975,5675,2000,7435,12375,15815,0,0,7365,8140,15395,13060,11735,6995,8550,0,10575,0,0,19365,0,20680,0,0,0,0,0,0,0,0,0,0,17545,20160,0,19200,0,0,0,4060,4505,18805,Standard
2630,3060,3905,8865,0,0,1415,6650,2285,7375,10895,17840,0,0,14385,15865,16825,15105,0,7985,9595,11455,12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15975,0,16725,0,0,0,0,4155,4525,0,ThreeHatchMuta
2590,3050,3860,7355,0,0,1330,5320,2240,6500,11525,16725,0,0,13675,14705,16275,14730,0,6830,8395,10350,11765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250,0,8030,0,0,15085,0,4295,4655,7925,ThreeHatchMuta
1640,2265,2985,6765,0,0,2085,4140,3405,7570,13485,16545,17460,17825,13110,15015,0,0,16450,5600,7130,9045,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15335,0,0,17875,0,0,0,9885,10690,0,TwoHatchMuta
3030,1425,4295,6050,0,0,3865,0,2505,7355,0,0,0,0,7555,8515,9920,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,5185,0,HydraMass
3035,1365,4300,0,0,0,0,0,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4565,4940,0,Unknown
2615,3085,3875,21270,0,0,1315,5710,2185,11200,13540,20655,0,0,11815,12550,14105,12480,0,6970,8640,19695,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12085,0,12805,0,0,0,0,4370,4740,14210,TwoHatchMuta
1905,1365,3170,6420,0,16295,4375,16820,3725,4145,4730,12430,0,0,13490,14175,0,0,0,5750,15575,17490,17510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220,0,0,0,0,0,0,9695,14745,10175,HydraMass
2315,1330,3580,0,0,0,5760,0,3375,3835,4665,0,0,0,7285,7970,10855,9280,0,8370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160,9425,9295,0,0,0,0,8495,10125,8870,HydraMass
3100,1415,4460,8200,0,0,5805,7380,2570,5450,5705,13475,19255,0,18260,19550,20610,18975,0,7195,8725,10600,0,0,10625,0,0,0,0,0,0,0,0,0,0,0,0,0,18810,0,19610,0,0,0,0,9950,10535,0,ThreeHatchMuta
3085,1370,4350,12460,0,0,4720,9900,2655,4560,12690,13010,14615,19580,7100,7800,9615,7775,13465,10005,15975,20430,18050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17110,17925,0,18015,22295,0,22325,0,0,0,HydraMass
3170,1520,4440,0,0,0,3630,9835,2690,6195,13400,17145,18445,22905,5020,5760,9330,7285,0,8545,10080,12070,12640,14925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7480,7880,0,HydraRush
3010,1390,4285,0,0,0,5180,9830,2565,4440,5705,12780,0,0,6875,9635,10260,8100,16065,7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14680,0,0,16950,0,0,0,7070,7545,0,HydraMass
3010,1370,4280,21050,21020,9255,3535,10180,2575,8540,8995,12400,12895,13435,9280,11310,0,0,12670,4870,6395,8245,17190,10785,0,14470,0,16925,18790,20645,0,0,0,0,0,0,0,0,14980,21015,0,0,0,0,0,5225,6500,16260,TwoHatchMuta
3142,1400,4408,5254,0,7088,3596,14968,2708,9928,17670,23794,0,0,7160,7934,0,15136,12352,8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18172,22702,0,20812,0,0,0,12412,12832,0,HydraRush
2710,3120,3975,26760,0,0,3330,5265,2010,6880,6985,13225,15945,22675,7760,10185,10115,8565,0,6635,10025,11920,17840,0,0,21215,0,22800,0,0,0,0,0,0,0,0,0,0,13295,0,14140,14155,0,18310,18315,4065,4560,0,Standard
2950,1310,4265,6380,27945,24465,4615,11510,2570,4405,5490,11865,21345,28725,8830,9820,0,0,11425,6960,8500,29885,19760,0,0,20700,0,26105,29060,31825,40805,30410,0,31945,35215,40060,42520,41745,21440,22465,0,25965,25125,0,30295,4460,4840,26640,ThreeHatchMuta
2680,3220,3945,11400,0,0,7780,10285,1960,8370,12255,0,0,0,8955,10035,11105,9755,0,9550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,15300,0,0,0,0,4295,4765,0,HydraMass
2740,3165,4000,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925,0,0,Unknown
2985,1360,4245,9360,25580,0,7630,12340,2510,5550,19620,28795,38555,39045,11290,13435,15015,12065,19705,13280,19515,26790,22780,0,0,22635,0,23700,47070,0,0,26335,27795,29865,27840,40615,41575,41600,23285,24770,0,24775,31090,0,37665,12835,13470,0,HydraMass
2985,1360,4245,9360,25580,0,7630,12340,2510,5550,19620,28795,38555,39045,11290,13435,15015,12065,19705,13280,19515,26790,22780,0,0,22635,0,23700,47070,0,0,26335,27795,29865,27840,40615,41575,41600,23285,24770,0,24775,31090,0,37665,12835,13470,0,HydraMass
1720,2332,2982,0,0,0,2102,2696,8474,0,0,0,0,0,5238,6160,0,0,8708,4000,9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5954,7546,0,Lurker
2906,2286,4236,7384,18866,0,2758,5608,1866,5334,9998,16016,16734,22158,11264,13570,20914,19632,14160,6868,8398,10260,15436,0,0,15996,0,17022,18962,20868,0,20164,22850,25608,22106,0,0,0,8022,13166,0,8752,17904,0,14066,4034,4406,0,ThreeHatchMuta
2218,1340,3484,5516,0,0,3756,13442,3286,6564,10366,0,0,0,14936,0,0,0,0,13328,0,0,0,0,0,14902,0,0,0,0,0,0,0,0,0,0,0,0,11624,14192,0,12598,0,0,0,6126,12664,0,HydraMass
2968,1302,4278,6698,18750,0,4908,6758,2532,4206,11128,13928,15684,23246,6236,8426,19866,17618,10712,6594,12526,20904,14580,0,0,14570,0,16906,19962,0,21848,26030,29626,32846,28406,24138,26052,26042,10632,12844,0,11376,18702,0,15806,6512,6888,20996,HydraMass
2218,1340,3484,5516,0,0,3756,13442,3286,6564,10366,0,0,0,14936,0,0,0,0,13328,0,0,0,0,0,14902,0,0,0,0,0,0,0,0,0,0,0,0,11624,14192,0,12598,0,0,0,6126,12664,0,HydraMass
2968,1302,4278,6698,18750,0,4908,6758,2532,4206,11128,13928,15684,23246,6236,8426,19866,17618,10712,6594,12526,20904,14580,0,0,14570,0,16906,19962,0,21848,26030,29626,32846,28406,24138,26052,26042,10632,12844,0,11376,18702,0,15806,6512,6888,20996,HydraMass
2906,2286,4236,7384,18866,0,2758,5608,1866,5334,9998,16016,16734,22158,11264,13570,20914,19632,14160,6868,8398,10260,15436,0,0,15996,0,17022,18962,20868,0,20164,22850,25608,22106,0,0,0,8022,13166,0,8752,17904,0,14066,4034,4406,0,ThreeHatchMuta
2878,2340,4136,9626,14898,0,3734,6300,1894,5776,6740,10224,11498,13846,10982,15556,14546,13282,0,8958,11368,0,13328,0,0,10948,12090,12928,0,0,0,0,0,0,0,0,0,0,7074,8186,13228,7792,12702,17350,12230,4324,4760,0,HydraMass
2768,3180,4032,0,0,0,3568,0,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1616,2026,2884,20076,22542,25346,4138,8396,4112,10140,19500,20688,21148,23904,6270,7596,25776,23420,8850,5470,9262,11418,14964,0,16006,17714,0,19028,20878,23286,23320,22568,27312,28448,23936,24028,27336,25148,17680,20846,32674,19022,25172,0,23930,6306,6746,25624,Lurker
2076,1378,3358,4162,0,0,2628,0,4964,5096,6412,13722,0,0,9308,10254,13872,12244,0,9750,0,0,0,0,0,17776,0,0,0,0,0,0,0,0,0,0,0,0,8852,0,11904,0,0,0,0,3550,3982,0,HydraMass
2878,2340,4136,9626,14898,0,3734,6300,1894,5776,6740,10224,11498,13846,10982,15556,14546,13282,0,8958,11368,0,13328,0,0,10948,12090,12928,0,0,0,0,0,0,0,0,0,0,7074,8186,13228,7792,12702,17350,12230,4324,4760,0,HydraMass
1616,2026,2884,20076,22542,25346,4138,8396,4112,10140,19500,20688,21148,23904,6270,7596,25776,23420,8850,5470,9262,11418,14964,0,16006,17714,0,19028,20878,23286,23320,22568,27312,28448,23936,24028,27336,25148,17680,20846,32674,19022,25172,0,23930,6306,6746,25624,Lurker
1720,2332,2982,0,0,0,2102,2696,8474,0,0,0,0,0,5238,6160,0,0,8708,4000,9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5954,7546,0,Lurker
2730,2940,4025,10015,0,0,1310,2235,2050,5590,6595,7830,10280,15215,7670,9130,10760,8360,0,15230,18465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8645,9260,0,HydraMass
3040,1375,4300,4895,0,0,3535,0,2595,4485,0,0,0,0,0,0,0,0,0,6075,15670,17705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5180,5645,0,ThreeHatchMuta
3295,1480,4650,24755,26455,0,5330,9945,2665,4390,12110,14065,16935,20180,9360,10745,15875,12570,12265,6790,8460,10525,10545,0,0,22535,0,24015,26215,0,0,26175,0,0,0,0,0,0,7045,19135,22590,18090,25025,0,22565,6725,8020,7735,ThreeHatchMuta
2360,1450,3640,3660,48015,42715,1875,2180,4685,11290,17895,24055,25160,31765,8025,9625,17155,15305,10655,6360,24330,0,26790,0,0,32425,0,45310,56060,0,0,47655,49495,49465,0,72965,79960,76520,20035,28130,21145,23935,45650,0,32030,6180,6580,59185,Lurker
3110,1445,4405,4805,0,0,3540,16430,2655,10935,17945,19265,22900,25645,7485,8350,20180,18275,10435,6675,11500,15450,15630,0,0,32455,0,34645,0,0,0,0,0,0,0,0,0,0,32415,0,33295,36875,0,0,0,14605,15215,0,Lurker
3220,1430,4475,20420,0,0,3440,0,2615,22415,22480,23145,0,0,4850,5755,8330,5690,18245,12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraRush
2550,1425,3835,6470,0,0,1615,3585,3405,13960,0,0,0,0,7060,8300,0,22160,10840,5595,14980,16875,20310,19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3765,4125,0,Lurker
3065,1380,4345,6215,0,0,3450,8900,2660,4925,13810,18085,21960,0,11905,13045,16085,14530,14430,6015,8015,9975,0,10000,0,20560,0,22665,0,0,0,0,0,0,0,0,0,0,14565,0,15380,18685,0,19585,23370,9365,9820,0,ThreeHatchMuta
3200,1460,4490,18260,20440,0,5860,8225,2365,11785,14470,16895,22630,24485,8360,10165,0,0,11270,7685,12450,14380,14790,0,0,16535,0,18130,20420,22515,0,26485,29900,28095,31200,35385,0,0,0,0,0,0,0,0,0,4270,4675,0,Lurker
2985,1435,4245,5185,0,0,3560,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4625,4990,0,Unknown
3230,1435,4660,9200,0,0,1635,7280,2730,4435,5950,10815,11920,13105,9845,10840,0,17910,13700,8590,14140,26715,16245,0,0,19145,0,20565,0,0,0,0,0,0,0,0,0,0,13890,0,16455,17965,0,0,0,6825,7485,18070,HydraMass
3110,1400,4430,6050,0,0,3710,11595,2640,10625,14475,19565,0,0,6670,8760,18390,15510,9455,5690,10680,12820,12740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4645,5525,0,Lurker
3015,1400,4760,6240,0,0,4550,8375,2590,4370,16290,0,0,0,5795,6495,17040,14240,13450,7205,8745,10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5910,6310,0,HydraMass
2885,2350,4175,9915,26440,13195,5510,9205,1920,8130,14950,20135,21875,24130,7980,9830,20735,19150,10745,7080,14035,0,16055,0,0,23200,0,24615,0,0,0,0,0,0,0,0,0,0,11140,33940,0,14040,0,0,20730,4940,5355,36980,Standard
2240,1405,3505,3930,0,0,2365,7815,4090,5455,9835,0,0,0,6725,8770,13670,11265,9315,5560,8925,10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12635,15520,0,14615,0,0,14655,9030,9435,0,HydraMass
3220,1420,4490,5125,27590,0,3755,12210,2740,7535,8825,13590,14390,18110,10330,12495,13145,11120,18270,14035,19620,41015,21515,41395,34790,24120,0,25760,39500,0,41855,30010,32895,31355,34815,41715,42990,43025,14450,26220,15830,23080,31145,21365,27115,3995,10130,36005,HydraMass
3045,1375,4290,6820,0,0,5425,7805,2600,4830,11375,11755,0,0,7530,8255,0,12680,10930,7495,12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11790,0,0,12595,0,0,0,5730,6225,0,HydraMass
3490,1345,0,0,0,0,2125,20260,2865,12800,17970,19670,0,0,4850,5515,9070,6765,0,4770,19060,21695,21000,0,20945,0,0,0,0,0,0,0,0,0,0,0,0,0,5405,0,6070,0,0,15000,0,0,0,0,Standard
3045,1375,4290,6820,0,0,5425,7805,2600,4830,11375,11755,0,0,7530,8255,0,12680,10930,7495,12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11790,0,0,12595,0,0,0,5730,6225,0,HydraMass
3525,1360,0,0,0,0,2060,17840,2765,14695,0,0,0,0,4900,5575,7580,5840,0,4780,17965,19875,0,0,20225,0,0,0,0,0,0,0,0,0,0,0,0,0,5370,0,6075,0,0,14825,0,18375,18760,0,Standard
2248,1428,3514,14772,22772,20612,5148,8636,3154,4324,10602,14286,19268,21312,6880,7744,9328,7610,16118,7546,11678,0,15858,0,0,16086,0,17300,0,0,0,19162,21324,21988,22008,24860,25970,25926,11740,13402,0,13382,20010,0,20006,7458,7906,0,HydraMass
1850,1324,3104,8786,0,0,6768,8506,3462,4242,6164,10222,15224,16208,8946,9962,9932,14378,0,8134,12112,21914,25734,0,0,16080,27122,17172,20306,32194,23156,0,0,0,0,27022,29172,28242,9252,32582,15828,11094,0,21420,15858,7600,8014,11300,HydraMass
3015,1375,5990,0,0,0,5285,7305,2610,3845,0,0,0,0,6765,7460,9800,8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5340,5970,0,HydraMass
2245,1385,3535,14980,17310,0,4920,7455,3290,4440,8810,13785,20980,28850,6310,7015,8700,7030,12855,9105,22885,0,0,0,0,12715,0,14340,0,0,0,16305,17845,19915,17815,0,0,0,11835,12530,0,12665,16615,0,16685,10225,10640,14775,HydraMass
3035,1355,4300,7090,0,0,4680,7935,2585,3985,8850,14465,0,0,14380,15135,0,15155,0,6265,7855,9760,9745,0,10330,0,0,0,0,0,0,0,0,0,0,0,0,0,7215,0,0,8350,0,0,14760,11325,11725,0,ThreeHatchMuta
2080,1335,3360,0,0,0,5390,7135,3010,3900,5975,0,0,0,7285,8760,9665,8110,0,6785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7845,8205,0,HydraMass
1870,1365,3125,3615,50175,0,2405,15515,4150,11665,13010,15950,19940,20290,14465,16385,17110,15545,27795,24110,0,0,0,0,0,43805,0,47225,0,0,0,0,0,0,0,0,0,0,27415,0,28625,28630,0,38620,38625,5245,5625,0,HydraMass
2945,1355,4225,9900,14345,0,4660,9515,2495,4030,8900,9390,11525,18020,7215,9210,0,0,9795,6055,13405,0,15790,0,0,11385,0,12360,0,0,0,17795,20170,21425,19070,0,0,0,9465,11080,0,11055,16270,0,15580,6670,7140,12520,HydraMass
2140,1375,3460,6230,15415,0,4610,8985,3030,4090,13560,14180,23060,26430,12840,14450,0,0,16120,7950,9985,11995,12410,0,0,12265,0,13440,15315,17280,17250,19360,0,0,0,0,0,0,15875,17525,0,17010,23950,0,23930,5225,5770,20745,ThreeHatchMuta
1845,1350,3135,15770,0,0,4740,5670,3065,4135,5390,11440,16370,0,7170,8135,9575,7875,0,15405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12545,14445,0,14440,0,0,0,6345,6770,0,HydraMass
3005,1335,4415,12130,18475,0,5855,9275,2490,4355,5495,9245,9390,11830,7100,8060,9530,7865,0,12140,0,0,0,0,0,15405,0,16635,0,0,0,18520,19970,22405,19990,0,0,0,10650,11490,11505,11480,15640,15670,15630,6230,6850,0,HydraMass
2405,1560,3670,0,0,13290,1655,4940,3280,4450,10760,0,0,0,6285,7255,10110,7185,0,9540,11180,13065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7045,7415,0,HydraMass
1920,1355,3205,3745,0,0,2480,0,4305,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7300,7705,0,Unknown
1915,1400,3185,0,0,0,3560,0,3050,0,0,0,0,0,4790,5720,0,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraRush
2130,1365,3385,0,0,0,5720,7255,3220,4275,5480,7020,15970,0,7810,8575,10075,8550,0,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
2220,1370,3520,16415,0,0,4715,9110,3155,4100,12920,17125,18975,26645,9465,10140,34360,30985,13695,6540,18875,0,21535,0,0,21925,0,23045,0,0,0,26200,29510,29930,27795,0,0,0,21900,27730,40120,23075,33185,0,27740,5210,5675,25485,HydraMass
2220,1370,3520,16415,0,0,4715,9110,3155,4100,12920,17125,18975,26645,9465,10140,34360,30985,13695,6540,18875,0,21535,0,0,21925,0,23045,0,0,0,26200,29510,29930,27795,0,0,0,21900,27730,40120,23075,33185,0,27740,5210,5675,25485,HydraMass
1925,1405,3260,6160,0,0,4525,22990,3010,4030,5500,16805,23560,24465,9250,17880,19960,17865,23990,8555,10290,12785,14735,0,0,24170,0,25260,0,0,0,0,0,0,0,0,0,0,10505,0,0,20500,0,0,0,4015,4505,11785,HydraMass
1930,1370,3225,11740,28385,0,5095,7335,3375,4190,11575,23555,30875,0,6235,7060,9630,7280,16160,8450,23385,0,25510,0,0,24310,0,25590,0,0,0,0,0,0,0,0,0,0,22825,25580,0,24105,29740,0,29735,8345,8785,26105,HydraMass
2955,2460,4240,9780,0,5275,1325,7430,2220,5320,6965,9550,14105,0,10325,11925,0,0,13160,9105,15055,0,0,0,0,15605,0,0,0,0,0,0,0,0,0,0,0,0,8220,0,0,8920,0,0,9125,4290,7095,0,HydraMass
1895,1410,3170,10240,0,19265,6970,10430,3370,3585,4300,4590,13310,14585,19275,20900,0,0,22760,8955,10565,12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18580,22535,0,19585,0,0,0,5475,6050,0,ThreeHatchMuta
1870,1315,3135,6290,25705,0,4265,9400,4205,4730,8625,8820,10745,17945,6315,8650,18190,16575,9265,5555,9910,12635,14540,0,0,20235,0,23125,0,0,0,26220,29670,0,28675,0,0,0,13615,14600,16395,14610,19630,21175,19640,10960,11605,0,HydraMass
2900,1315,4235,0,0,0,5715,6080,2440,4180,5480,0,0,0,6950,8140,9390,7830,0,7550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250,13700,0,HydraMass
1836,1312,3094,11310,20624,26136,4344,9276,3024,4028,7620,8624,15190,23870,9310,10632,11648,10104,15254,5650,7252,9126,9112,0,32228,17366,0,18462,0,0,0,0,0,0,0,22974,24374,24056,15430,17350,0,16504,22786,0,21834,9800,10272,0,ThreeHatchMuta
2894,1310,4182,6884,0,0,3730,0,2494,4292,8790,0,0,0,0,0,0,0,0,4982,6522,8846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,4220,0,ThreeHatchMuta
1802,1296,3092,15592,19384,32122,3768,9698,2932,7926,8908,11022,16274,19744,9652,11930,12560,15014,12570,5052,6602,8478,10884,0,13362,15244,0,17320,0,0,0,30802,32858,32950,0,19374,25216,24082,12028,22686,14134,13126,28026,0,22694,6310,6666,16146,TwoHatchMuta
1634,2202,2930,15494,0,0,1992,4684,3540,3652,4594,14520,0,0,6466,7150,7306,8918,14400,6050,7832,0,12176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7784,8186,0,HydraMass
3018,1350,4324,8840,0,0,6488,8874,2838,3892,10000,14322,15504,0,7696,8346,0,0,11730,8254,10484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13644,0,0,15404,0,0,0,7448,7886,0,HydraMass
3754,1298,5038,10358,20968,0,4528,7130,2438,3308,6744,8156,11670,14872,6172,6832,9554,7240,14010,5946,7570,15274,9616,0,9604,11164,0,12178,14452,17128,0,21396,22754,22734,0,16060,17392,17382,9974,10840,0,10762,15332,0,15336,13526,14436,0,HydraMass
1858,1348,3100,0,0,16256,4370,9534,3306,4336,6772,8234,14194,0,10018,10938,12420,10726,0,5744,7270,9302,9124,0,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7426,7912,0,ThreeHatchMuta
3085,1365,4350,8460,22080,0,5735,10345,2675,4510,11030,12305,15960,18830,7020,8380,9915,7855,14295,10705,15920,19030,18300,0,0,18790,0,20090,22585,0,0,22095,23475,0,23460,0,0,0,11790,12700,17295,12930,17045,22685,17045,4865,5245,0,HydraMass
1625,2200,2885,5130,0,0,1945,3590,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5475,5890,0,Unknown
1885,1330,3145,7210,0,0,2545,9220,3875,9000,14735,0,0,0,6210,7675,16750,12860,9120,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6795,7175,0,Standard
2925,1310,4420,0,0,0,5090,0,2510,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405,4810,0,Unknown
3085,1365,4350,8460,22080,0,5735,10345,2675,4510,11030,12305,15960,18830,7020,8380,9915,7855,14295,10705,15920,19030,18300,0,0,18790,0,20090,22585,0,0,22095,23475,0,23460,0,0,0,11790,12700,17295,12930,17045,22685,17045,4865,5245,0,HydraMass
1625,2200,2885,5130,0,0,1945,3590,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5475,5890,0,Unknown
1885,1330,3145,7210,0,0,2545,9220,3875,9000,14735,0,0,0,6210,7675,16750,12860,9120,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6795,7175,0,Standard
2925,1310,4420,0,0,0,5090,0,2510,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405,4810,0,Unknown
1955,1365,3225,8875,19415,0,5400,9515,3335,4450,5605,12415,17715,19495,7620,9415,0,24005,10510,6760,11045,0,13190,0,0,15580,0,17315,0,0,0,0,0,0,0,19720,21240,20915,10695,12440,0,11530,16620,0,15560,6995,7655,14025,HydraMass
2980,1395,4485,8075,18920,0,5975,10635,2565,4165,5905,7400,14735,14785,9585,14090,17985,14665,15425,8915,11445,13350,14265,0,0,14935,0,17050,0,0,0,19750,21825,0,22745,24215,25325,25305,6865,12615,0,7630,20380,0,7710,5800,6240,0,HydraMass
1645,2200,2920,3375,23255,0,1890,9870,5100,6575,9185,13200,14270,19785,11920,13125,16905,14870,15775,10230,21840,0,0,0,0,19075,0,20590,0,0,0,25020,0,0,26810,26415,28285,28260,12575,16355,18000,13695,21485,23280,18020,8455,8905,15575,HydraMass
