@RELATION Starcraft_TvT_Terran

@ATTRIBUTE TerranDepot INTEGER
@ATTRIBUTE TerranGas INTEGER
@ATTRIBUTE TerranSecondGas INTEGER
@ATTRIBUTE TerranExpansion INTEGER
@ATTRIBUTE TerranSecondExpansion INTEGER
@ATTRIBUTE TerranThirdExpansion INTEGER
@ATTRIBUTE TerranFourthExpansion INTEGER
@ATTRIBUTE TerranBarracks INTEGER
@ATTRIBUTE TerranSecondBarracks INTEGER
@ATTRIBUTE TerranThirdBarracks INTEGER
@ATTRIBUTE TerranMarine INTEGER
@ATTRIBUTE TerranMedic INTEGER
@ATTRIBUTE TerranFirebat INTEGER
@ATTRIBUTE TerranBunker INTEGER
@ATTRIBUTE TerranAcademy INTEGER
@ATTRIBUTE TerranStem INTEGER
@ATTRIBUTE TerranComsat INTEGER
@ATTRIBUTE TerranEbay INTEGER
@ATTRIBUTE TerranTurret INTEGER
@ATTRIBUTE TerranInfantryAttack1 INTEGER
@ATTRIBUTE TerranInfantryArmor1 INTEGER
@ATTRIBUTE TerranInfantryAttack2 INTEGER
@ATTRIBUTE TerranInfantryArmor2 INTEGER
@ATTRIBUTE TerranFactory INTEGER
@ATTRIBUTE TerranSecondFactory INTEGER
@ATTRIBUTE TerranThirdFactory INTEGER
@ATTRIBUTE TerranMachineShop INTEGER
@ATTRIBUTE TerranSiege INTEGER
@ATTRIBUTE TerranMines INTEGER
@ATTRIBUTE TerranVulture INTEGER
@ATTRIBUTE TerranTank INTEGER
@ATTRIBUTE TerranGoliath INTEGER
@ATTRIBUTE TerranArmory INTEGER
@ATTRIBUTE TerranSecondArmory INTEGER
@ATTRIBUTE TerranMetalAttack1 INTEGER
@ATTRIBUTE TerranMetalArmor1 INTEGER
@ATTRIBUTE TerranMetalAttack2 INTEGER
@ATTRIBUTE TerranMetalArmor2 INTEGER
@ATTRIBUTE TerranStarport INTEGER
@ATTRIBUTE TerranControlTower INTEGER
@ATTRIBUTE TerranWraith INTEGER
@ATTRIBUTE TerranCloak INTEGER
@ATTRIBUTE TerranDropship INTEGER
@ATTRIBUTE TerranValkyrie INTEGER
@ATTRIBUTE TerranScienceFacility INTEGER
@ATTRIBUTE TerranVessel INTEGER
@ATTRIBUTE TerranGhost INTEGER
@ATTRIBUTE TerranNuke INTEGER
@ATTRIBUTE TerranBattlecruiser INTEGER
@ATTRIBUTE TerranAirAttack INTEGER
@ATTRIBUTE TerranAirArmor INTEGER
@ATTRIBUTE midBuild {Bio,TwoFactory,VultureHarass,SiegeExpand,Standard,FastDropship,Unknown}

@DATA
1280,9728,17078,13072,13760,15754,16398,2422,13488,14104,3674,0,0,7190,21396,0,25476,18058,19268,0,0,0,0,18724,0,0,20270,0,0,0,21008,24362,22718,24238,0,0,0,0,20860,23136,22174,0,23786,0,0,0,0,0,0,24296,0,Bio
1700,3240,5722,13288,26286,0,0,2316,9462,10588,3572,6288,0,21902,4974,6398,7580,23708,24844,0,0,0,0,6478,7174,0,9220,10144,0,8192,9962,24184,9564,0,0,0,0,0,8276,12174,10454,23854,18386,0,0,0,0,0,0,0,0,TwoFactory
1400,2446,16692,12828,14702,17040,17522,2138,0,0,3780,0,0,0,10368,0,11644,7120,8104,0,0,0,0,3630,8850,15278,6384,9322,0,4874,9312,7016,5682,5780,0,0,0,0,5092,6928,25658,0,7558,14770,0,0,0,0,0,0,0,VultureHarass
1432,2472,13444,9374,12334,15988,20504,2170,4408,6622,3416,0,0,3686,11204,0,12558,11542,12678,0,0,0,0,3970,16546,18600,8806,10816,0,6060,9568,21420,19072,26408,20360,26386,0,0,5292,8886,6436,9552,11138,20832,0,0,0,0,0,0,0,FastDropship
1364,1830,11784,14662,15058,16576,19122,2576,6652,7042,3816,0,0,4834,8784,0,0,19030,21844,0,0,0,0,4026,5416,0,6080,14318,0,5390,14026,6802,5382,0,6730,0,0,0,7774,9304,0,0,9948,0,0,0,0,0,0,0,0,VultureHarass
1598,2360,0,12852,16676,0,0,2080,3774,4710,3856,0,0,0,13260,0,15114,8726,10722,0,0,0,0,3602,5616,19892,5908,7248,11352,4874,6964,23816,10228,0,0,0,0,0,4900,6268,0,0,6894,0,0,0,0,0,0,0,0,VultureHarass
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,0,38605,0,0,12535,0,14745,7690,9660,0,0,0,0,3920,8385,15815,5645,9225,0,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,0,13615,42960,27280,66560,41100,22560,28190,VultureHarass
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,0,0,4840,8370,0,9790,9035,10185,0,0,0,0,4115,14455,15825,5390,6250,0,0,6005,0,7115,20755,8740,43700,20580,0,8180,9395,45255,45280,10690,14350,13695,0,0,0,22760,14790,22445,SiegeExpand
1560,2516,0,10242,0,0,0,2218,3714,0,6842,0,0,0,0,0,0,0,0,0,0,0,0,3816,4594,11728,0,0,0,0,0,6424,5156,0,6690,0,0,0,5286,6462,0,0,7356,0,0,0,0,0,0,0,0,Bio
1390,2492,0,7268,10386,0,0,2040,0,0,0,0,0,0,0,0,0,10028,0,0,0,0,0,3690,0,0,5140,5858,0,5066,5912,0,0,0,0,0,0,0,4980,6170,0,0,6780,0,0,0,0,0,0,0,0,FastDropship
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,0,38605,0,0,12535,0,14745,7690,9660,0,0,0,0,3920,8385,15815,5645,9225,0,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,0,13615,42960,27280,66560,41100,22560,28190,VultureHarass
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,0,0,4840,8370,0,9790,9035,10185,0,0,0,0,4115,14455,15825,5390,6250,0,0,6005,0,7115,20755,8740,43700,20580,0,8180,9395,45255,45280,10690,14350,13695,0,0,0,22760,14790,22445,SiegeExpand
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,0,38605,0,0,12535,0,14745,7690,9660,0,0,0,0,3920,8385,15815,5645,9225,0,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,0,13615,42960,27280,66560,41100,22560,28190,VultureHarass
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,0,0,4840,8370,0,9790,9035,10185,0,0,0,0,4115,14455,15825,5390,6250,0,0,6005,0,7115,20755,8740,43700,20580,0,8180,9395,45255,45280,10690,14350,13695,0,0,0,22760,14790,22445,SiegeExpand
1360,2640,10495,6470,8850,9125,13495,2475,6095,6785,3770,0,0,0,13755,0,15435,8880,10240,0,0,0,0,4125,7210,13300,5500,7345,0,5410,7040,0,13930,0,0,0,0,0,8495,9975,0,0,10630,21365,13450,0,0,0,16030,15680,15690,VultureHarass
1455,2485,8380,6525,11230,15905,19955,2175,3465,5105,0,0,0,0,10830,0,12560,6965,8545,0,0,0,0,3680,10130,0,5910,8900,0,4980,7205,0,5380,19855,0,0,0,0,13915,16655,15085,17425,0,0,17860,0,0,0,0,17890,11380,Bio
1480,2392,15234,11716,25936,27820,27866,2170,11802,12422,0,0,0,0,15850,0,17446,13626,14968,0,0,0,0,3592,4770,13850,6020,9956,6670,4938,8352,9128,7126,21258,14228,0,0,0,21206,22744,0,0,0,25440,22724,0,0,0,26944,23744,23756,TwoFactory
1438,2486,18962,15524,19732,22840,24476,2098,5962,7400,4230,0,0,0,25880,0,28064,7358,19226,0,0,0,0,3814,5028,33672,5676,6332,0,5102,6298,9620,8344,33282,9664,0,17204,0,7800,9256,20310,20316,12536,0,30762,0,0,0,33320,30728,0,TwoFactory
1450,2352,13290,10984,14126,23500,27302,2130,4690,6126,3984,0,0,0,14472,0,16836,8772,10498,17714,0,0,0,3556,9882,16880,8322,10340,0,5530,9774,21498,16406,18500,0,0,0,0,4892,6004,6220,6842,0,19906,0,0,0,0,0,19954,0,FastDropship
1380,2466,20028,14542,16728,19370,21800,2154,5666,9860,0,0,0,0,6856,0,8318,9848,14374,0,0,0,0,3632,4864,0,10838,11674,0,5090,11660,6720,5066,5362,0,0,0,0,6088,7554,12972,17734,8396,33766,22818,0,0,0,27164,0,0,TwoFactory
1440,2435,11980,6720,9080,15195,17175,2140,4165,6550,3545,25505,0,0,9855,0,11895,9895,10945,0,0,0,0,3985,4765,19940,6050,8140,0,5795,6890,6950,5475,32840,16600,61240,21610,67045,12265,13420,0,0,14085,53595,20495,38875,76805,0,31430,31575,34130,TwoFactory
1445,2605,13100,9730,12470,16990,18740,2170,3470,3585,0,0,0,0,10515,0,13250,7880,12645,0,0,0,0,3770,10140,12755,7840,8960,0,5025,8465,13760,10195,24360,15950,0,0,0,5075,6270,6200,6895,10705,0,26230,37815,43115,0,30080,25535,25750,Bio
1745,2500,9155,6940,9110,17180,18705,2565,3940,24270,0,38605,0,0,12535,0,14745,7690,9660,0,0,0,0,3920,8385,15815,5645,9225,0,5170,6405,7175,5180,15775,6520,12245,16740,17115,12390,13555,23185,23235,14620,0,13615,42960,27280,66560,41100,22560,28190,VultureHarass
1445,2630,11785,6915,8885,9260,9645,2215,7020,9295,3495,0,0,4840,8370,0,9790,9035,10185,0,0,0,0,4115,14455,15825,5390,6250,0,0,6005,0,7115,20755,8740,43700,20580,0,8180,9395,45255,45280,10690,14350,13695,0,0,0,22760,14790,22445,SiegeExpand
1514,2420,18298,14390,15014,17996,19560,2690,0,0,0,0,0,0,6802,0,8062,9372,10482,0,0,0,0,3926,5574,23062,8866,9866,0,0,9564,6564,5306,0,22328,0,0,0,5190,6434,0,0,7074,0,0,0,0,0,0,0,0,FastDropship
1456,2094,10448,8184,12412,12884,15078,2602,3906,4010,4220,0,0,0,8744,0,10692,13786,15092,0,0,0,0,3850,4782,13258,8586,11070,0,6256,10048,6566,5260,18130,9644,21524,0,0,5094,6216,0,0,6858,0,26968,0,0,0,0,0,0,TwoFactory
1365,2500,11555,8135,10620,18995,19145,2200,25445,0,4055,0,0,0,13785,0,15690,11860,13820,0,0,0,0,3805,4930,15140,8360,8995,0,5180,9005,6755,5410,26130,0,0,0,0,5805,7005,0,0,7660,0,21555,0,0,0,24460,24505,27405,TwoFactory
1440,2635,11625,9755,14950,16255,19430,2265,25840,37595,49195,0,0,0,19830,0,21270,15510,16565,0,0,0,0,3805,5125,11460,10545,11480,0,5075,11260,6530,5240,35485,16315,36870,25765,0,6270,7595,11505,11825,8395,0,22130,0,0,0,0,0,0,VultureHarass
1570,2865,17690,14860,17050,20120,26215,2300,4545,7740,3745,0,0,0,13735,0,15495,9555,10625,0,0,0,0,4595,5205,21025,5955,9175,6850,6630,9170,7880,6205,25300,7830,12415,25340,13430,10060,11465,0,0,12315,0,24095,0,0,0,0,0,0,Bio
1395,2635,11045,8965,10995,13900,16705,2225,4155,11310,3590,0,0,0,11235,0,12700,12840,13955,0,0,0,0,4270,9880,15490,6435,9230,0,5785,8000,10735,9250,29920,10745,16780,21460,32400,5575,10310,6710,0,11115,0,20365,0,0,0,32265,35015,35030,Bio
1475,2060,12875,10870,15885,17825,20655,2590,0,0,4285,0,0,0,14750,0,17970,12045,13045,0,0,0,0,3905,5170,10635,5815,7650,0,5290,6610,17660,15100,23100,16505,21880,0,0,6080,7580,7280,8265,15030,0,23025,0,0,0,25305,25855,25790,TwoFactory
1255,2720,14580,8940,11900,17040,22085,2185,10955,12220,3465,0,0,0,10690,0,12265,7350,8370,0,0,0,0,4055,4700,14520,5395,6775,0,5970,6075,7055,5735,0,7770,0,13535,0,6450,7620,7590,0,8265,0,0,0,0,0,0,0,0,TwoFactory
1385,2490,15115,12965,0,0,0,2210,16525,0,3460,0,0,0,0,0,0,16320,0,0,0,0,0,3785,4930,6160,13995,14660,0,5030,14640,6440,5115,0,0,0,0,0,13805,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1485,2765,9495,7455,0,0,0,2225,7235,12055,4120,0,0,0,13310,0,14965,9420,14265,0,0,0,0,4045,5230,13355,9360,10965,0,5625,10010,6940,5520,0,14410,0,0,0,8010,9400,0,0,10515,0,0,0,0,0,0,0,0,TwoFactory
1466,2544,10824,8738,14258,20416,20750,2320,3848,15982,4052,0,0,0,16852,36014,18646,10726,14364,0,0,0,0,3734,12216,15898,10268,11870,0,5120,11346,15038,13596,35038,22878,37592,37526,0,5164,7384,6266,9088,12582,0,35022,0,0,0,0,0,0,VultureHarass
1366,2676,9200,5138,7144,15976,16092,2320,14378,22958,3646,26732,0,28082,13400,0,14648,7318,8422,0,0,0,0,3948,10750,23992,5668,17246,0,5200,6304,12018,9618,0,12724,18178,0,0,6434,30058,7590,0,31458,0,30182,33090,0,0,34348,22456,29542,VultureHarass
1420,2185,13800,9280,11245,11465,17390,2475,7680,7895,0,0,0,0,8280,0,9670,7820,9495,0,0,0,0,3745,4835,0,5660,10900,6490,5160,6410,9145,7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1430,2075,17960,10400,12900,15335,16870,2425,10995,0,3740,0,0,0,14575,0,17485,10440,11500,0,0,0,0,3675,13095,0,6335,9380,0,5255,7660,0,0,0,0,0,0,0,4930,6145,6215,6870,10855,0,0,0,0,0,0,0,0,FastDropship
1432,2618,13164,8336,21774,22768,24218,2068,9216,0,3366,0,0,0,9008,0,10464,10202,11968,0,0,0,0,3934,4760,15514,5216,10714,5848,5836,8706,8916,6274,0,20154,0,0,0,7952,9282,0,0,9968,0,0,0,0,0,0,0,0,TwoFactory
1400,2418,12880,8964,11978,14114,17356,2162,4072,6082,3642,0,0,0,13950,0,15448,9410,12682,0,0,0,0,3598,9306,9472,9260,10346,0,5212,10340,6120,4846,26028,15784,22570,27600,0,5924,7076,7048,7768,10002,0,25220,0,0,0,27156,27618,27628,VultureHarass
1510,2520,14555,9520,12455,16925,21160,2035,7475,14855,3320,0,0,0,19320,0,21135,15510,16520,0,0,0,0,3715,4675,10855,6760,10285,13505,5280,7750,9455,8040,44155,14760,19025,34610,0,15435,18770,16655,20250,22125,0,33350,0,0,0,0,0,0,TwoFactory
1365,2500,13410,10705,22030,27875,32510,2145,16490,0,3410,0,0,0,11950,0,13325,15070,17040,0,0,0,0,3705,4720,18725,6065,8440,6710,5000,6760,10160,6340,0,21130,25565,29075,0,11240,12465,0,0,13505,0,28070,0,0,0,0,25595,0,TwoFactory
2020,4075,16510,9615,14745,16755,18925,1620,11200,16060,2870,0,0,4830,17880,0,20005,7035,8210,0,0,0,0,5595,6090,6270,7605,9800,8640,6865,8555,0,7240,37685,0,0,0,0,10895,14240,12205,0,16865,36310,21455,0,25080,27395,30025,21470,0,TwoFactory
1510,2595,14915,10940,19045,21975,22300,2380,19925,21615,3650,0,0,4050,21560,0,22950,8250,12160,0,0,0,0,4495,5780,17035,5800,6430,0,24515,6440,16995,13955,25040,17925,0,0,0,15730,17025,32120,32515,18355,0,28755,0,0,0,31090,25050,30325,TwoFactory
1460,2615,16635,14440,0,0,0,2215,7670,16780,3600,0,0,0,9025,0,10805,10825,12450,0,0,0,0,3945,4745,0,5825,9715,6805,5325,9670,8585,7270,0,0,0,0,0,13300,14820,0,0,15445,0,0,0,0,0,0,0,0,TwoFactory
1440,2620,13230,10320,10420,11500,11880,2210,0,0,3505,0,0,0,9960,0,12760,7630,10260,0,0,0,0,3845,4905,13300,6495,8920,0,5105,7135,0,14985,0,0,0,0,0,5125,8145,6255,8935,8925,0,0,0,0,0,0,0,0,TwoFactory
1415,2520,12075,9405,22890,24545,30345,2120,11070,33465,3395,0,0,0,20545,0,22675,15310,20065,0,0,0,0,3935,4725,24290,6130,8395,0,5250,8250,6870,5225,37180,34820,45710,0,0,12760,16365,14235,17940,21365,0,34805,0,0,0,0,0,0,TwoFactory
1450,2555,12845,10485,18835,20930,30375,2215,17060,0,3460,0,0,0,12925,0,14785,14440,16960,0,0,0,0,3805,5045,18450,6860,8545,0,5400,7490,13980,8465,0,0,0,0,0,11390,13960,12520,0,14640,0,0,0,0,0,0,0,0,TwoFactory
1500,2720,0,15245,0,0,0,2330,7710,11980,3630,0,0,0,13810,0,15310,7835,9225,0,0,0,0,4085,4740,0,5930,6600,0,5405,6560,8920,7180,7585,0,0,0,0,9950,11160,12885,12920,0,0,0,0,0,0,0,0,0,TwoFactory
1410,2640,12225,10195,13410,0,0,2260,0,0,3510,0,0,0,13775,0,15160,15630,0,0,0,0,0,4060,12585,0,6705,7620,0,5325,7350,0,0,0,0,0,0,0,5340,8460,6500,9375,0,0,0,0,0,0,0,0,0,VultureHarass
1485,2615,0,5975,8395,11505,14155,2365,0,0,3655,0,0,0,14330,0,0,7740,8815,0,0,0,0,3920,8355,0,5185,7065,0,5815,7025,9970,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VultureHarass
1390,2505,11155,8305,11930,13690,0,2110,3425,0,3560,0,0,0,14780,0,0,0,0,0,0,0,0,3725,11235,0,6615,8655,0,5005,7275,0,0,0,0,0,0,0,4985,8100,6230,8885,8730,0,0,0,0,0,0,0,0,Bio
1400,2980,14130,8905,12490,21650,21890,2200,0,0,3560,0,0,0,11340,0,12690,9130,10130,0,0,0,0,4210,4980,13210,8975,16655,9650,5450,16040,10540,8935,0,0,0,0,0,13860,19420,15125,20110,20115,0,0,0,0,0,0,0,0,TwoFactory
1450,2450,15390,12835,18205,19685,21655,2335,11620,18105,0,0,0,0,19510,0,20900,18160,19545,0,0,0,0,3790,4865,13260,8165,12895,11455,5105,10840,11470,8955,0,19355,0,0,0,6075,13390,7725,0,14065,0,0,0,0,0,0,0,0,TwoFactory
1420,2570,10005,5220,7990,17020,0,2160,9710,12410,3450,0,0,0,14825,0,16205,6715,7840,0,0,0,0,4035,9245,9850,5435,6360,0,0,6050,11705,10340,0,0,0,0,0,10880,12360,0,0,13305,0,0,0,0,0,0,0,0,SiegeExpand
1440,2585,10880,8935,11890,15250,0,2190,0,0,3430,0,0,0,10085,0,11520,13945,0,0,0,0,0,3790,9585,12340,6430,8635,0,5050,7195,0,0,0,0,0,0,0,5070,8145,6190,9140,8800,0,0,0,0,0,0,0,0,VultureHarass
1440,2630,0,7715,10575,0,0,2300,0,0,3555,0,0,0,0,0,0,7045,0,0,0,0,0,3845,4940,11460,5760,8930,0,5210,8140,6480,5150,0,0,0,0,0,8060,9215,0,0,9945,0,0,0,0,0,0,0,0,TwoFactory
1440,2615,0,11165,0,0,0,2205,0,0,3470,0,0,0,11095,0,0,10495,0,0,0,0,0,3850,4815,0,6605,8055,0,5085,7365,10410,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1425,2625,9525,5460,8345,12300,16150,2225,0,0,3470,0,0,0,14045,0,15355,7805,8835,0,0,0,0,3825,7050,10690,5085,6470,0,0,5700,11075,9150,0,0,0,0,0,8705,11020,10090,0,11705,0,14540,0,0,0,18035,15580,0,SiegeExpand
1400,2525,9855,7765,15320,19690,0,2150,19505,0,3390,0,0,0,11585,0,13170,10160,11195,0,0,0,0,3725,4725,11625,6495,8790,0,4955,7140,11155,8680,0,0,0,0,0,13040,14720,0,0,15345,0,0,0,0,0,0,0,0,TwoFactory
1445,2560,11700,9530,17795,21900,23175,2290,15355,0,3560,0,0,0,7265,0,8555,9940,11170,0,0,0,0,3745,5530,18345,9110,11880,0,5030,11235,6670,5015,0,0,0,0,0,5235,6380,15445,18540,7805,0,0,0,0,0,0,0,0,VultureHarass
1330,2485,10210,8150,14600,18095,19430,2140,10725,0,3400,0,0,0,12800,0,14415,15510,16625,0,0,0,0,3655,12090,12850,6310,12375,0,4915,6935,0,20245,0,0,0,0,0,4925,7140,6190,7790,17075,0,0,0,0,0,0,0,0,VultureHarass
1460,2600,0,0,0,0,0,2295,0,0,3545,0,0,0,0,0,0,0,0,0,0,0,0,3770,5020,0,0,0,0,0,0,6310,5060,0,0,0,0,0,5545,6645,0,0,7275,0,0,0,0,0,0,0,0,TwoFactory
1460,2570,0,0,0,0,0,2200,0,0,3490,0,0,0,0,0,0,0,0,0,0,0,0,3760,4760,0,5075,0,5710,5695,7645,8510,7175,0,0,0,0,0,8585,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1400,2545,11285,8885,14645,16325,23350,2175,0,0,3415,0,0,0,9910,0,11420,11955,12985,0,0,0,0,3760,9175,12515,6375,10895,0,5000,7105,11015,9750,19785,11360,18340,0,0,5635,7840,6920,0,10405,0,0,0,0,0,0,21590,0,VultureHarass
1425,2595,15160,11925,17620,18490,21400,2085,8905,13330,3330,0,16310,0,8585,0,9885,16270,17570,0,0,0,0,4210,5170,16320,11640,13155,0,5755,12475,7255,5930,0,25765,0,0,0,8100,9385,9825,10185,12530,0,0,0,0,0,0,0,0,TwoFactory
1410,2490,14785,9285,12710,13945,14830,2320,0,0,3590,0,0,0,12005,0,13290,13190,16030,0,0,0,0,4040,5025,7045,5425,13390,7575,6055,12810,11820,7155,0,0,0,0,0,11485,13680,12750,0,0,0,16160,0,0,0,18920,17620,0,TwoFactory
1465,2640,0,11690,14550,14760,18870,2260,3685,21910,3885,0,0,0,15880,0,17800,6340,7685,0,0,0,0,4245,4880,0,6295,7095,21435,5610,7065,14245,12220,0,0,0,0,0,5980,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1420,2685,0,10255,0,0,0,2215,0,0,3490,0,0,0,0,0,0,0,0,0,0,0,0,4135,4585,8430,5405,0,7575,5845,0,0,0,0,0,0,0,0,11160,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1435,2735,0,0,0,0,0,2210,0,0,3490,0,0,0,0,0,0,0,0,0,0,0,0,4200,5020,0,5535,0,6240,6290,0,8230,6890,0,8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1520,2545,11020,8095,10405,15505,17635,2045,5330,7165,3385,0,0,0,18365,0,20850,7720,8785,0,0,0,0,4330,4745,10670,5675,7270,0,5970,7255,7825,5705,0,0,0,0,0,9480,10865,0,0,11535,0,0,0,0,0,0,0,0,TwoFactory
1450,2740,9870,6580,9425,12475,13940,2210,5365,5730,3505,0,0,0,14065,0,15800,8495,11940,0,0,0,0,4200,8945,14030,5465,7140,0,0,6720,17645,13225,22170,15730,26140,23400,30275,5540,6790,7845,0,9295,0,22125,0,0,0,0,0,0,FastDropship
1460,2710,8355,5950,16290,21675,25295,2200,10560,12160,4095,0,0,0,12020,0,13355,9335,10340,0,0,0,0,3920,11880,12455,5200,9700,0,0,6245,13705,12280,22165,13730,18555,39420,45670,5335,6595,7655,7455,13365,0,19980,0,0,0,23955,23645,23650,FastDropship
1390,2535,11770,8620,13100,24105,27135,2125,6405,8770,3355,0,0,0,7780,0,9230,16340,18320,0,0,0,0,3720,4520,9730,10300,12245,0,5220,10950,6305,4980,24230,19440,0,27760,0,7020,11915,8290,16700,17915,0,24265,38385,0,0,29800,25605,25635,TwoFactory
1300,2675,14020,11145,15555,19290,0,2140,6480,0,3400,0,0,0,8540,0,10235,8015,9035,0,0,0,0,3895,13960,15370,6060,10400,0,0,9880,0,17715,0,0,0,0,0,5175,6405,6385,7305,11610,0,0,0,0,0,0,0,0,FastDropship
1410,2680,8430,5910,7840,8100,11320,2160,9800,0,4045,0,0,0,11485,0,12885,7175,8340,0,0,0,0,3960,11625,12305,5230,8860,0,0,8120,16470,12005,14435,15955,20245,0,0,5260,6410,7035,7030,15995,0,0,0,0,0,0,0,0,FastDropship
1385,2490,15115,12965,0,0,0,2210,16525,0,3460,0,0,0,0,0,0,16320,0,0,0,0,0,3785,4930,6160,13995,14660,0,5030,14640,6440,5115,0,0,0,0,0,13805,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1485,2765,9495,7455,0,0,0,2225,7235,12055,4120,0,0,0,13310,0,14965,9420,14265,0,0,0,0,4045,5230,13355,9360,10965,0,5625,10010,6940,5520,0,14410,0,0,0,8010,9400,0,0,10515,0,0,0,0,0,0,0,0,TwoFactory
1465,2695,10995,7070,9265,14450,18640,2525,12165,34180,3795,0,0,0,6410,0,16260,9210,10265,0,0,0,0,4030,4790,14600,6830,7875,0,5365,7455,10710,5330,22805,9105,16110,0,0,6160,8345,0,0,9150,0,22735,0,0,0,0,0,0,TwoFactory
1380,2650,11020,8845,14885,22270,26540,2080,8815,10150,3345,0,0,0,10035,0,11715,11170,12465,0,0,0,0,3985,4855,13345,5270,8015,19215,19760,5945,6940,5300,0,0,0,0,0,9645,10955,22140,22120,12200,0,0,0,0,0,0,0,0,TwoFactory
1430,2535,0,0,0,0,0,2310,3635,0,3725,0,0,0,0,0,0,9290,11600,0,0,0,0,4095,0,0,6290,6930,0,5375,6915,0,0,0,0,0,0,0,5535,0,6625,0,0,0,0,0,0,0,0,0,0,Bio
1420,2625,0,8980,0,0,0,2180,7625,9620,3420,0,0,0,10895,0,0,0,0,0,0,0,0,4235,5075,0,0,0,0,5530,0,7240,5475,0,0,0,0,0,7575,0,9080,0,0,0,0,0,0,0,0,0,0,TwoFactory
1410,2570,15780,3925,13805,18665,26820,2225,8740,19155,0,0,0,0,7780,0,9130,19190,21040,0,0,0,0,4355,10205,12180,5700,14625,8810,6150,16280,8575,7040,0,21460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VultureHarass
1425,2510,17120,9255,9665,14510,20090,2215,7305,12675,0,0,0,0,12190,0,13950,11580,13860,0,0,0,0,3825,4475,7025,5610,10915,9515,5110,9335,6425,5135,0,12265,0,0,0,19905,21135,25840,0,21770,0,0,0,0,0,0,0,0,TwoFactory
1410,2525,0,0,0,0,0,2185,0,0,3435,0,0,0,8175,0,9585,0,0,0,0,0,0,4045,4865,7310,5845,0,6845,5375,0,0,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1390,2380,0,0,0,0,0,2000,0,0,3265,0,0,0,0,0,0,0,0,0,0,0,0,3675,4540,7635,5425,0,6485,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1435,2730,0,10140,0,0,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4015,4590,0,8005,9285,0,5250,8660,6775,5435,0,7190,0,0,0,7655,10100,8875,0,10715,0,0,0,0,0,0,0,0,TwoFactory
1435,2545,0,11720,0,0,0,2145,0,0,3405,0,0,0,0,0,0,0,0,0,0,0,0,3745,4630,0,6780,8475,0,4985,7435,9945,6430,0,0,0,0,0,10260,0,11530,0,0,0,0,0,0,0,0,0,0,TwoFactory
1446,2100,14766,9096,9290,12466,12586,2646,3944,6628,4328,0,0,0,16272,0,0,12574,13876,0,0,0,0,4032,4932,6164,5316,6468,0,0,6198,6694,5282,0,0,0,0,0,7844,8980,0,0,9624,0,0,0,0,0,0,0,0,Bio
1432,1878,0,10924,14580,15386,0,2572,9056,0,0,0,0,0,12542,0,14982,9526,12192,0,0,0,0,3906,4686,5162,6158,6778,0,5452,6772,9234,5300,0,12568,0,0,0,6608,7764,0,0,8928,0,0,0,0,0,0,0,0,TwoFactory
1392,2360,13732,10860,13220,20476,24402,2024,13140,26574,0,0,0,0,19178,0,20588,7334,9052,0,0,0,0,3706,4482,15080,5918,8570,0,5100,8936,6470,5170,0,8328,18398,0,0,6130,7316,19130,19098,8008,0,0,0,0,0,0,0,0,TwoFactory
1332,2520,12614,10536,14190,16904,18298,1990,0,0,3376,0,0,0,10380,0,20432,12036,13150,0,0,0,0,3760,4492,6134,5758,10120,6434,5010,7824,8668,7164,17332,9040,19142,19116,0,9124,10300,0,0,10940,0,17592,0,0,0,29174,29060,29078,TwoFactory
1258,2648,9002,6498,13736,0,0,2044,8046,0,3274,0,0,0,10086,0,11422,0,0,0,0,0,0,3880,4708,0,5640,7772,0,5128,6770,0,0,0,0,0,0,0,8100,0,9366,0,0,0,0,0,0,0,0,0,0,TwoFactory
